Year,Country,Metric_1,Metric_2,Metric_3,Metric_4,Metric_5,Metric_6,Metric_7,Metric_8,Metric_9,Metric_10,Metric_11,Metric_12,Metric_13,Metric_14,Metric_15,Metric_16,Metric_17,Metric_18,Metric_19,Metric_20,Metric_21,Metric_22,Metric_23,Metric_24,Metric_25,Metric_26,Metric_27,Metric_28,Metric_29,Metric_30,Metric_31,Metric_32,Metric_33,Metric_34,Metric_35,Metric_36,Metric_37,Metric_38,Metric_39,Metric_40,Metric_41,Metric_42,Metric_43,Metric_44,Metric_45,Metric_46,Metric_47,Metric_48,Metric_49,Metric_50,Metric_51,Metric_52,Metric_53,Metric_54,Metric_55,Metric_56,Metric_57,Metric_58,Metric_59,Metric_60,Metric_61,Metric_62,Metric_63,Metric_64,Metric_65,Metric_66,Metric_67,Metric_68,Metric_69,Metric_70,Metric_71,Metric_72,Metric_73,Metric_74,Metric_75,Metric_76,Metric_77,Metric_78,Metric_79,Metric_80,Metric_81,Metric_82,Metric_83,Metric_84,Metric_85,Metric_86,Metric_87,Metric_88,Metric_89,Metric_90,Metric_91,Metric_92,Metric_93,Metric_94,Metric_95,Metric_96,Metric_97,Metric_98,Metric_99,Metric_100
1990,Country_1,28.572986894901575,86.15720447774227,26.076160557042815,85.98568297690146,65.35319691248658,95.65005811943243,0.6738221793806454,53.739987517776775,70.77190105698206,5.5774149355705465,85.86459410395413,46.63253550430132,98.31753624204039,84.09244967650795,6.294371793226494,14.033805771856322,97.02435566576729,42.93042274493425,23.848219282640702,7.198125019613155,6.357205544477784,20.496723952911424,14.596822213600024,76.1124739885204,16.64973887605017,77.61905044098425,78.981749641981,3.813678642671947,83.70482156770865,47.21792619199483,19.998006348172304,82.47490044780041,16.404121759416558,28.080587108256104,79.86123700632966,8.505169787205613,9.347757601525352,57.16485879244399,25.224593812783613,73.72907775009386,32.864064540654205,76.86751287632765,97.48030494999793,1.0908722580056707,27.47284175612078,51.058952391421265,18.68597344461883,62.49522143505711,86.67387004777628,71.55233631940212,33.801522458149236,88.39500200513865,0.48645656866957987,0.9426626995965415,52.40240987680116,33.44798052475099,50.389211213550986,51.33322330559721,65.77707510826568,69.56617707334102,75.02007174181851,24.019965186525948,30.655993921948998,63.75774356837817,83.46647305252685,47.93112183106967,24.874191185555016,63.28418697944078,96.62389557351172,14.404987426284176,39.97379294956883,36.615302894376846,48.37928019417499,54.55294387860224,93.13104156178241,40.41114252701106,5.687670639752184,3.021991913216049,92.76896899247059,26.647803166578754,95.02419722235686,16.581367598562135,95.0304873453397,8.819675191302057,76.5883219729258,12.598140175104755,9.939864920212237,27.379871625142194,28.919500141849184,56.86708248601131,51.7739869892724,72.29942273925373,30.98836437839917,25.350501426343286,80.0962305188689,38.2913581325353,92.2622152886586,91.01715066807247,32.08378779257305,50.615216646383985
1991,Country_1,22.21543594522992,17.38720275905228,80.38072684054428,89.84042345632011,29.158532363579504,36.97825025512992,94.37680277306958,11.518564313708668,44.248342509460045,63.526857973348605,20.608277989177314,80.23951841284381,19.73858678731447,93.12652503212625,88.27908980888677,90.0038799574083,44.025321817232765,15.344005542428397,37.37532917855083,39.84120222039264,93.43324200091799,36.12333245274828,80.19459653821315,51.32095383670998,3.8632343004061487,43.765274969236124,85.82818492627446,60.050726163814936,44.050774872932394,29.479575517413036,42.01489290403465,46.948139036242296,52.4571083950375,47.60988691700514,23.166594513489446,1.8332099893944909,32.998927971809685,53.08002545125932,30.055521743442505,15.594777890162836,9.214683134438461,61.049543513425405,5.789438881648524,40.697524803180144,79.23900204122488,0.023040950330677212,6.546185320609499,92.41266748654736,30.053322405177994,15.29685050467473,43.8926837462981,76.74233028837921,86.8933336191933,30.065486065159106,4.74003740299489,81.53686654219469,8.686415343976817,92.17619975759163,2.028326539569447,2.302842332801047,88.79904915089584,43.5325217625717,99.63940272328581,10.69359161762361,49.055125354635656,19.98795233498449,87.85244168398889,77.44458624466401,39.617785948378845,78.99443592491126,5.739867000016618,89.5018471887358,39.72397632255028,18.263341686452527,47.66495194542474,72.77584953246198,57.840872414246824,27.993735062619685,75.7319771194848,58.841156269405836,60.46278934313764,96.90985803241684,6.754519138175463,64.24451304715457,36.87469049188133,33.2132650992175,15.397803548541933,55.30469514987626,57.40411267585856,12.492168404016368,1.1725624685262614,84.75721790826198,56.344610342135006,60.42391168970024,61.10500970243986,70.22255219030858,96.81090584236965,61.301768975996026,55.982447856806374,18.516436613060993
1992,Country_1,26.953645996272833,44.88798642137378,95.89039131850687,6.252200225564186,30.594196835482258,44.74166572404522,40.186382395224896,23.371946543525503,35.62496320940426,32.254474260288355,57.42934411762871,77.76517395453901,77.16929290037552,1.6403391824983848,99.39690310687764,71.763601798266,74.63391125763917,88.63360900935835,5.833693808756157,77.63764802386642,17.20841586817593,16.340241297183777,83.43139872399591,79.37414577708053,1.7384248236564925,63.59442646157895,43.74646843297207,71.12137637690704,51.56973218613348,12.654982755901345,88.712556361036,22.12436392270324,19.73073115573024,43.91909362396991,12.406366186805418,52.6196303766624,35.81632552322939,54.454287779988874,34.96931136723713,55.008244819119135,94.5335320480329,22.188434900100983,48.41079298761236,26.5664249054686,96.39067253163384,88.41553479835416,58.55081589699564,50.48344040563951,85.92770391058735,49.73148075704516,65.79366841241087,32.94481875843578,10.110426658087535,6.889834262243555,39.471532834592416,83.1629049759433,53.10491235259378,67.7409936630943,46.6410015196082,12.854428194304512,59.900596704866295,60.05179227778509,89.60535450144876,66.34831676893435,75.45370317055257,27.97548535579625,65.75539400024194,5.1572465575908115,9.4511328077844,68.80166080683793,60.076443057306285,85.53551089948681,0.055523627736564496,24.038067686474406,87.90704136376922,81.76543131610525,64.22268646340389,75.12331910332509,64.0235354120051,80.3380378574461,3.783588073975097,76.13164908535373,46.53405068584553,67.22590818563427,50.28252291591849,62.15993942699557,19.995792194288498,8.909559320994964,67.71197872386685,40.306570413405026,87.37934835575756,45.639275581969486,9.687431987717499,69.02665374084287,45.451471644930116,6.9670619286875235,60.37802182413816,32.69808016804062,7.587531822404225,37.85371618298169
1993,Country_1,25.3422000191428,45.7069768956772,14.135562212736176,94.38407607091484,71.6943855088293,63.052529255744574,47.69472112754287,98.16831597177753,66.22447750703587,65.04823023101743,48.740865229355734,46.32476002517457,79.66746333261726,7.4477242637443375,42.21384448362466,25.267231813146683,40.82839526258418,29.27179174396175,20.387877854067405,27.66445318784837,80.71034528439031,29.72930518071738,17.83411753885973,87.18029207942777,10.328634369572743,99.47343339024526,55.24961029232095,29.837419047127867,43.19166121094546,6.544767935218054,47.883249901594716,80.81840427267005,50.38780583238519,56.05780052933652,50.52986161913364,50.74994676520409,37.94816324563383,65.25963064312994,77.14564032910515,35.596477731163226,47.46094791728589,62.27421159994264,48.91916825635035,64.93421013276681,44.207403022190675,83.07105248468274,39.389874273289415,62.095870164302916,31.332496906457507,8.166673298080497,6.510740266956638,12.126292578463094,1.7200234330239317,59.959674863006875,25.587269009273182,96.48893493157875,35.36164940661193,65.85371720385467,88.75600298992849,91.26964396614464,54.069262322990795,11.671406193775013,54.84097764759214,11.140442104700664,58.65443381366813,36.83314982049497,22.35131688656009,73.56907249861136,76.86342287617947,81.75777812673073,34.034176754479425,28.1771553627124,48.496135991155384,32.021022702105626,34.61137226120547,38.00274142147503,52.340008904326666,11.37981825768557,94.1827045671292,86.70883653537506,94.31840837697571,44.819255204591066,27.069191673903457,12.16274931477528,89.48723097993192,14.611481921704284,73.3782668426991,59.052526153413275,10.74529685550225,0.4642222698614695,16.4696803584521,45.994666772017304,78.46496276800623,27.332741968607564,40.33261707138195,56.43165324441205,36.52429554396961,88.30704965642941,46.3399933519927,44.023720487602404
1994,Country_1,74.84582097390188,60.777573999233056,34.08030101984738,22.224803126867986,53.58470755120223,19.8519742116418,34.14131037080212,66.56288956924364,91.36720840475408,55.124699284013815,40.91289202464677,51.916631370813306,96.89006347158495,93.43106986794862,0.7273594809076411,47.53314461821506,31.343202071864297,61.253702526992626,27.677462833914447,39.155950881059134,33.67339230201299,83.62362907239394,84.71972063293869,53.69186533507035,84.87909192948196,4.731535635815421,51.678659213137,82.50939091545865,14.901726547844174,0.4630740007499412,85.7838524554134,79.28229368834418,63.6153040546798,60.22610059248898,96.31053501420747,49.63685477032015,23.55269283248589,24.26501179851972,35.128072191907364,71.1248501631011,51.87813223554423,67.80451744008214,49.60343043932457,90.91674930245568,53.57410899236328,24.922560353394818,40.552162396462485,38.05785085402577,8.899732267837335,4.385866968981322,43.081364860408215,11.834997305375705,2.900552229246023,8.091859506754595,61.66444152811914,10.103163668206172,30.085524053762434,58.21486703174911,11.505048784544247,24.630754360056873,85.7615533504449,79.97472661355864,73.85846529951647,20.643338554274713,58.93157407816918,77.2655075691061,89.64267486493043,80.78987403615533,86.5622313617265,14.54514100914347,26.203680615788684,57.31895544654822,5.847853212447607,82.34519880219308,68.08125653408419,39.789825880980665,73.38261489873005,92.99990657122149,60.957348615832295,15.402908540444848,77.9736526675886,36.21219994068829,34.35740760384704,81.6002973327685,1.263056538098073,53.46948885362717,0.3850385237922582,9.448566644071576,66.49138278033485,96.30656776173457,92.17188235122539,31.217795946167026,81.91663192705805,57.82851623273585,28.393085941698715,59.91422313903085,35.84080639637125,74.18107856056459,36.87244011130667,6.818431930816127
1995,Country_1,49.48447355286919,72.98965401925649,60.035686651001974,88.45167417264919,29.954287990498095,12.392064557980941,42.64166091574266,54.787219138963735,21.863761417408835,51.614687631461784,34.37438314144671,24.514442139437275,65.51047067273093,29.559495284409444,95.12884741278424,29.46280906732469,38.43774631174577,7.318813615806508,85.46078140114037,26.68593690477634,53.436686195111626,99.82003584730829,45.161624297604575,49.07071946631568,55.26908636736293,89.75017804238678,18.214874957413752,36.12329829279347,72.78543885933134,56.27843184608589,4.300295869430437,32.864206020582465,80.64392233357108,5.974796887778577,46.46822293984364,28.57538548056018,24.176403182810468,70.5504454738217,63.78586903334267,46.83966688675865,68.94719502090365,70.62797870000878,76.44858325914993,65.56992944335468,38.40908358745849,16.374232677526145,67.95731982187341,23.921504761035585,28.472877769718863,68.36103133577903,47.91442512339535,30.050825312276686,60.339204730158336,61.176759952112455,69.44537525403877,67.19704514579632,72.60498406098694,9.724955833394278,98.20258463661006,36.80313674774873,68.07905879105944,15.24164650235823,70.19091700024995,37.7070390394324,31.227271056676997,48.97900832646075,96.12788963772024,11.445321021939892,50.335549258168136,52.65880774422129,40.54946741431203,30.167007388993504,66.937518999543,44.24606166983656,2.2101024181798157,6.713892086527052,47.684551291147905,54.59212283642777,95.33203800591615,92.32551926028275,72.89970064802903,63.15939493768356,32.967143195953795,47.84154663825079,4.215510143491663,48.38713710301765,11.745152512890977,45.626397040887234,76.28728151241381,74.79717502347043,67.089734017976,94.56987659075367,15.113887457973629,17.490350472518912,89.27696285566617,30.703145256580978,40.52327222043689,72.9750547465029,83.08990205512117,41.44060012344889
1996,Country_1,7.861339152450364,20.448678856086854,47.64967054003048,75.71807245543353,15.778192006125902,50.64417472521534,41.44389891403233,17.2443794555048,97.73288954447304,11.645164009859577,93.48892067745327,48.01860447322688,25.358426592068916,12.30523767647913,19.387531057081397,81.95929620714169,47.81169278735226,46.028309782744294,52.00087713414341,34.83971850361862,22.281901245046765,88.67988654652339,4.123958601955236,36.67203927930988,10.796271148120585,67.03797534389281,34.8222318112053,34.620500404176155,25.4780054869132,23.691382673785643,20.39669900617993,90.58001716349247,33.68441618053696,84.09802864541712,95.17312815472864,38.393084002691126,89.08142580174932,44.25197517709193,72.87522489350351,84.89527078661561,53.94411045189146,55.79737215760091,67.04519006985124,73.99747557986421,47.053360806936425,93.10702312822615,13.419720707712324,98.42986198524223,70.84390145729148,55.429024276083815,65.39807059426786,12.98045080326271,55.66646250228216,39.78756405724977,98.34206262827259,58.38047101732214,34.054597109142634,38.84239817637122,10.485424332510785,21.287941497670104,80.92717041078608,11.600467174552985,89.33410414299755,25.873185895362727,97.740692195208,3.1622979363781223,68.08908568727212,69.98055817558763,55.948212836468755,80.33239423584784,0.8018023296017751,84.97219813717393,39.81222964348764,85.21992398748112,15.729823557219458,11.604243294273664,95.27210971930077,59.86853354276188,33.971635389245805,81.83902608112183,38.41688514585447,42.4537405118786,95.10076542002537,29.69645742794761,74.56552957548577,94.97212503148042,38.742082760763665,50.08623394594417,45.34342383334769,23.845935412828734,78.25740888050737,62.569036542369275,98.49877927051023,7.093549499563423,38.24976224725831,1.9381625104525124,77.12482157035745,30.360033238982975,60.2999759379564,40.90833253011571
1997,Country_1,84.76023951857424,16.87551586774235,77.77466123685754,20.456165793216442,3.906969074488542,47.87932955856162,17.118674296851378,33.44054230860658,53.186778690880764,78.82709403823632,20.521228050829045,52.76657642602544,45.89686979775076,54.997405493073416,31.117957339255,71.50332009834038,43.6965316685672,76.81108998086974,54.77254198480077,9.948923304287193,48.48995261835641,32.99928180654595,68.99243746273586,67.42834267405112,79.18191540061966,11.726758088566713,29.57444597229579,94.71031672969009,21.80104360907773,11.524513940065873,95.32977275462399,6.851387708653888,26.952246444445006,7.329979538718989,13.322591368347902,9.803050354282572,66.56482473826819,51.097923988165405,3.214602293330193,72.00041319090974,91.74247173453523,33.12150271179662,5.551394067379912,54.07635965454535,54.946772549754975,61.63064268406564,62.7303634994288,96.32750358810472,43.948347825431576,22.48079722913412,51.12482682309414,30.634839358647213,87.7590477162305,42.71426872437082,37.26294549159923,54.383074122014975,25.50082893822524,99.16119151607488,66.7866006671925,46.06426311257991,91.12646412414931,5.199761875903041,86.31797157765779,94.62041850193876,33.672866888853605,79.0813315764593,37.03381211825171,26.36834193739204,82.72710706873993,1.4072054031367132,34.453826700170595,99.56987981449066,7.813149412220577,20.99427161593014,54.181126662751836,59.26485207672174,77.24557464097082,42.241230673565944,7.8984045880300835,77.454049003869,26.70713918569697,29.09744277264521,3.8790073262114144,98.92599294380742,60.54410024825064,94.84356232020936,32.92255290577074,73.57815805855694,37.72099068090683,89.07582021469605,40.49136051125348,40.015722131290566,85.45719386924883,33.913601340060715,86.5047720382596,50.071807808405374,58.91564921469817,9.525018505445038,46.61238025647651,59.05052486421265
1998,Country_1,44.84324380512824,31.99739636504487,88.11986169384853,83.26084795904247,90.54315572987002,92.57199280855608,69.76127047961852,48.52747300304014,0.522202086467749,89.68721377289498,60.68664772825683,87.77056130854997,81.13250183113453,84.60911207926934,0.1960334754756543,16.043200609725204,12.143541515085243,6.649351803249159,36.80411588918766,73.23085991207485,40.87867830653084,74.64249887691224,7.517854490397924,95.00257571945312,26.50131225445986,99.06303721707191,62.81428489080834,8.5614269239227,65.34106252478414,45.79365481555152,10.191536395373923,14.194777391302393,63.448607950338456,1.2800020770169729,20.16238770933736,69.97464054365867,23.314364632149754,27.874283408076884,34.243120122018055,9.490185140842533,38.5287595792311,11.605987799965122,53.87368002194596,13.051976782751263,33.69359179590224,74.72103161901974,55.209151241609774,28.83097257135625,49.337208011617705,39.319737580105986,48.771213930588544,58.52848639581519,22.289408820940427,56.51092953151786,90.57665739908512,44.16235105278269,19.54007059422255,43.612013276244795,41.20296496374268,41.55290427538766,10.231810742101343,88.84183486165165,55.9897665612903,15.322209552674549,49.227098287602985,10.290753137337227,40.94792970822787,21.664495143531504,62.631235181369725,27.336443170969773,91.37702675870982,54.91132544147905,11.965555480183166,29.762726316719203,55.612610539267,39.44096117270923,13.505595308975572,81.92266687875616,45.19672463623632,99.97276410263277,16.452427912714995,99.59490198427912,30.55311979839004,0.20300449079407867,33.16336028035409,94.99816740337381,52.84369610490371,17.731873411680265,62.511091111567374,52.103297022050576,28.022326879635795,60.138284538577246,52.2944220350012,90.98730502689745,92.812356651148,64.35927107527476,52.253731505387215,44.13732605897221,50.81717414869189,21.18603810338746
1999,Country_1,67.69312095537677,13.72900284825035,42.07831744180126,36.25993768580624,52.58196378707294,23.672579156991446,79.11804605294104,74.365242104729,48.64374333241576,25.016858755153926,51.3935460544062,46.24914032365316,71.86117046829654,33.36628850542782,5.839850350611908,69.08579903173761,16.93182608652012,58.678153543747015,10.925963586522325,91.96662875559576,98.36615255399444,52.8935788510267,58.744695524058464,18.366468291878146,68.27856436750747,92.15253818458243,59.11544800332182,81.82349908701921,25.532981906200604,30.15877641832807,52.1586355347156,52.660676884882875,35.521952579028074,45.248552677212686,67.5612743366855,63.50570495697991,87.06320434686857,60.65823789356125,51.21206645195229,72.82998999811113,97.21826630847771,56.23823622392856,8.55073780122696,49.44787637411571,90.19308671247052,5.426625845481614,83.3634838204306,48.84355391146207,0.6058090348726064,34.160033594709674,36.31882725601575,37.07283504716875,64.54246840207931,49.46714407332503,51.88293858050249,76.1264506582425,3.685690690684773,39.134941048865024,78.20527400129524,72.24727254329795,10.311334405882079,60.66238278911139,31.93738769484673,34.86111977614404,84.50324582154943,15.07540135097325,97.04545742846695,41.31332535500566,98.47904518721211,53.82531304621722,43.16788257939639,92.38318290379668,19.520882354036573,67.29294335597473,53.779137170356485,40.74740028716286,71.02238948951664,27.75756693750664,43.48941862893627,0.6566081359083098,50.5206202522415,33.8477106139036,68.4165022660078,13.045597300314904,91.1959334144129,43.59181623992675,71.77982112186315,30.909189222527267,91.5065055795477,35.98661501548879,24.19484815020447,67.01034318229081,67.45655555209665,92.39795784581246,81.35744012460042,94.91510527032926,3.335089503327471,37.55302756813834,55.50704155872206,68.63084047881726
